,id,Post,toxic,severe_toxic,obscene,threat,insult,identity_hate,class,sum
140848,f1b63a73d651289b,yeah wait turn william edward jam article lgbtq freak opt content paranoid theory faggot coverup english royal family fuck grow fuck,1,0,0,0,0,0,toxic,1
140857,f1be95e76e2de1c5,invite come talk harass,1,0,0,0,0,0,toxic,1
140904,f207ed074493db15,loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser loser,1,0,0,0,0,0,toxic,1
141035,f2a6d30f1ba76f06,like sleep boy,1,0,0,0,0,0,toxic,1
141076,f2e147de9f954d18,finna catch hand swear god homie quit flexin bout catch hand,1,0,0,0,0,0,toxic,1
141080,f2e5da387d3264dd,dirty look,1,0,0,0,0,0,toxic,1
141112,f31dd29d67d53737,federal police racist anti australian federal police prison aussie,1,0,0,0,0,0,toxic,1
141138,f338c4de666f754b,jiang article disgrace cover man evil deed,1,0,0,0,0,0,toxic,1
141141,f33a4b348a9c8e2b,message act talk jewish let piece garbage talk islam support evidence listen fox news learn islam read islamic resource post trash vandal fighter let trash allow anti islamic stuff tough antisemitism people live racism prototyping discrimination base lie wake people delete message racist,1,0,0,0,0,0,toxic,1
141143,f33baff5078e237f,look little shit wikipedia skill proud,1,0,0,0,0,0,toxic,1
141144,f33c49bdf810241b,want awful attack bunch looney vandal haunt angel conduct bad shame,1,0,0,0,0,0,toxic,1
141145,f33d03e5452ca6b8,block personal insult block check wreck,1,0,0,0,0,0,toxic,1
141208,f3850c01254d69d1,certain admin block tell truth certain user dirty trick user pull dirty trick punishe victim dirty trick perpetrator scot free wikipedia justice practice admin pschemp apparently want know ryulong delete request help khoikhoi talk page falsely describe request help vandalism edit summary oop uncivil tell truth prosecutor court able tell truth crime uncivil personal attack use word lie dishonest vandal thief murderer rapist etc judge upset uncivil comment come think time admin describe user action vandalism user vandal improper personal attack accord pschemp logic pschemp treat people equally likely well block admin personal attack describe particular user behavior vandalism well block ryulong personal attack false edit summary,1,0,0,0,0,0,toxic,1
141239,f3a7e08c1cdd98f6,joke hell test,1,0,0,0,0,0,toxic,1
141258,f3c18e07ae11e14a,pay attention verbal responsible create situation verbal clearly war side block article care edit administrator enable bad behavior operator wikipedia addict verbal contribution attack article like trouble editor problem look talk page decision entirely capricious doubt bias favor editor favor wikipedia totally fuck place people keep fuck,1,0,0,0,0,0,toxic,1
141284,f3e7df3037156f63,smallman warn time personal attack block disruption comment content contributor people talk ppppppppppttttttttttthhhhhhhhhhhhhhhhhhhh mention ball huge nipple,1,0,0,0,0,0,toxic,1
141289,f3e9e82375d0be95,welcome reality check protect page moron communist protect precious messiah bunch foolish sheep realize tool police state add truth article protect block forever strike time article joker fun let game begin rush right precede unsigned comment add,1,0,0,0,0,0,toxic,1
141341,f42bedfbed6452e9,leave room pick nose,1,0,0,0,0,0,toxic,1
141407,f47c5a9884f2c75f,user legacypac evil wikipedian world see,1,0,0,0,0,0,toxic,1
141411,f481c6dc4afa059f,cheap caste fanatic jonathan nbk wiki page vandalise chesinappudu leedu gani chimpu gadidi edit cheste noppi telisinda mind business stop vandalise nbk wiki page,1,0,0,0,0,0,toxic,1
141480,f4e55e22765735c0,table change list stupid take long change edit stuff vote change agree disagree,1,0,0,0,0,0,toxic,1
141490,f4f313dfb3bf7703,think let know edit imposter want sexy beast maybe bring condom,1,0,0,0,0,0,toxic,1
141556,f549063000c1d02c,trash article make look crap box give time finish thank,1,0,0,0,0,0,toxic,1
141587,f578257c258c9fc5,stop mad gorilla deleter gorilla scold insert whisperback talk page fly rhyme muck page delete page restore page protect gorilla scold insert whisperback talk page order gorilla communique female napoleon wikinazi page unprotecte protections modify users block user reblocke user unblock user right modify feel gooood beat gorilla franksanello,1,0,0,0,0,0,toxic,1
141615,f5aa9e2e79742edc,hunk hit sexy truck gonna,1,0,0,0,0,0,toxic,1
141627,f5b844cc8b35140b,dare try delete word libra gemini hater picture page,1,0,0,0,0,0,toxic,1
141631,f5bcd55b412388a3,kid eternity edit article ban professional racist anti union strike opposer kid eternity edit article captain mainwaring trusty chimp frigid magnate liar hypocrite ban racist little website arse,1,0,0,0,0,0,toxic,1
141637,f5c4f806b397c78c,quote source damn wretch know refer repeat edit winter match citation piggy source understand mysweetoldetc,1,0,0,0,0,0,toxic,1
141669,f5fb5799b16bc7f5,notable alright friggen racist lunatic example,1,0,0,0,0,0,toxic,1
141678,f6045979cccc4af1,arrogance align stupidity notice prick propose entry walter rinder deletion arrogant fool spatter tag graffiti hard work bother undertake slight research illuminate deep ignorance curse wikipedia drag reputation intelligent editor entry show behalf contributor fully deserve bite contempt throw tiresomely stupid bully life,1,0,0,0,0,0,toxic,1
141691,f61304d49ac6660f,stop stop create nonsen page talk,1,0,0,0,0,0,toxic,1
141745,f65d9a6927f3e2f3,afraid verify myspace account delete fuck hate honestly,1,0,0,0,0,0,toxic,1
141748,f65f60f874161f54,stop smug supply real answer concern ban,1,0,0,0,0,0,toxic,1
141833,f6cb392c5bc53f0d,encyclopedia encyclopedia heavy likely crush head,1,0,0,0,0,0,toxic,1
141875,f6ff803c2aed3e97,help need removal deletionist administrator contribution add bite wikipedia glad,1,0,0,0,0,0,toxic,1
142009,f7b66923c2745baf,welcome know account call condemn homosexuality edit filter totally stop make edit account work,1,0,0,0,0,0,toxic,1
142045,f7e23d6986c2cac7,silence dissent hell remove comment talk september attack argument allow present try suggest little neutrality remove say reason show abuse position push pov,1,0,0,0,0,0,toxic,1
142067,f7f789a884286930,page smell bad,1,0,0,0,0,0,toxic,1
142087,f814eef3babcd16b,macbook pro son bitch dammit damn hate apple machine ship intel cpu wow death steve absolutely right thank link know look product find reference technical specs imac duo macbook click technical specs late parent buy beige,1,0,0,0,0,0,toxic,1
142127,f844a0deba44458d,hey man byatch know,1,0,0,0,0,0,toxic,1
142128,f8487022bb917535,hell revert legitimate question take rsk page,1,0,0,0,0,0,toxic,1
142152,f8638b675c7b8856,gamaliel power drink punk bud jimmy extremely leftwingnut pro democratic bias pov driver owner political bio gamaliel belligerent arrogant impossible reason kiss,1,0,0,0,0,0,toxic,1
142157,f8663f185cf17fd4,honestly threat harassment maybe sound know actual situation happen past dangerous wikipedian deepen edit wikipedia lame weird dangerous etc opinion block indefinitely fair month fair sadly block user hydao fight vandalism addition nonsense thing solve problem soon user gvnayr start add completely stupid nonsense thing wikipedia unacceptable continue fight vandalism nonsense stuff add loser nolifer gvnayr hydao think hydao insult user call loser lifer insult reality high function autistic work job friend use government pension buy playstation game pay internet bill spend day month year useful make frequently stupid edit wikipedia waste ppl precious time big loser need life lesson mind hydao block thing know gvnayr need ultimate lesson hydao die die decent noble cause,1,0,0,0,0,0,toxic,1
142167,f8742de84deb07f9,american jews time restore change reject multiple editor entreaty matter talk american jews block talk stalk,1,0,0,0,0,0,toxic,1
142247,f8e083b1af35499d,whine whine gobble cock,1,0,0,0,0,0,toxic,1
142285,f90cab1d13f61409,nice love sick pet admin people delete user comment leave nasty comment history cry little baby heart soul shallow little cowardly man small wonder dislike wikipedia,1,0,0,0,0,0,toxic,1
142289,f911177e38c183ea,truly hell hath ice cube defend jdogg joke juvenile yes beavis butthead southpark fan unite violation blp lighten moment josh say stupid,1,0,0,0,0,0,toxic,1
142291,f911cebeafe71f03,dougweller dougweller right bleeder real tarter cheeky bugger,1,0,0,0,0,0,toxic,1
142328,f94803f4df1788a0,recent stupidity refrain stupid recent ignorance revert time try supress truth block thank truth teller precede unsigned comment add,1,0,0,0,0,0,toxic,1
142334,f94f071d20d4133e,lwc think particular editor pus possible stop retain image fisting image hmmmmm transparent photo fiste get satisfaction see website confirm homosexual sick precede unsigned comment add talk contrib,1,0,0,0,0,0,toxic,1
142343,f95d74ba01fc27b5,lie deceit lie chan try deceive proof jason gastrich post wikipedia outstanding accusation receive message jason tell vote bother chan nonsense make wikipedia fun place,1,0,0,0,0,0,toxic,1
142351,f96ce15bfc64520f,dear head commissioner wikipedia solemn enjoyable duty inform ban wikipedia ban ask maybe crack snort jerk wikipedia police head commissioner wikipedia,1,0,0,0,0,0,toxic,1
142470,fa06c917522288a5,sigh ahead remove page vet world cup forget know care anymore bad goodbye explain,1,0,0,0,0,0,toxic,1
142474,fa0d578f1e122878,gay try real hard,1,0,0,0,0,0,toxic,1
142581,faa8445955395d17,sodomy think create wikipedians enjoy sodomy wikipedia editor,1,0,0,0,0,0,toxic,1
142605,fac74f6b78c8d260,clearly meet standard provide accurate timely comprehensive track stimulus spend interest provide transparency american people shame loonymonkey,1,0,0,0,0,0,toxic,1
142619,fada6cb88b2b4655,kid reliable source futurepop review crap clean eye,1,0,0,0,0,0,toxic,1
142620,faddb96e3760c688,remove response obvious intention manipulate information hullaballoo wolfowitz obvious jewish person want unfavorable information jewish imperialism palestinian land expose wikipedia masse bad news information provide source record attach article attack better articulate article pointless let real clear surreptitious self serve action delete behavior boorish dull,1,0,0,0,0,0,toxic,1
142751,fb7a291996b03b2c,want leave fuck understand,1,0,0,0,0,0,toxic,1
142820,fbcc96fa3e19b24d,moron admit thing write wikipedia extensively believe need decide thousand flaw mainly establish academic trivial project trivial bad useful insightful way read comprehension ability work say maybe restart tenth grade,1,0,0,0,0,0,toxic,1
142838,fbe950a28c476d7e,vilify time let piece shit slander fact try delete entirely history allow user,1,0,0,0,0,0,toxic,1
142868,fc110fe995dc123d,poop boy poop poop boy poop poop poop poop poop poop poop poop poop poop boy youuuuuuuuuuu,1,0,0,0,0,0,toxic,1
142876,fc16a8705d81cb85,way address give order threat,1,0,0,0,0,0,toxic,1
142886,fc1fa35be3514e9c,sincere question slander harassment abuse editor mindless dumbass geogre liar actually blatant slanderous crap throw internet kind law current harassment law,1,0,0,0,0,0,toxic,1
142909,fc499c53411d0a73,incorrect xenophobia clinical phobia misuse political epithet conscious decision make drive instinctive motivaition read book well degree parrot thing understand phobia definition irrational article state say like phobia come read follow link think,1,0,0,0,0,0,toxic,1
142915,fc52010965a5cfdb,suck hello delanoy suck totally pwn sleep come log wow real man duel death knight rolak destroy probably horde faggot pansy ass blood elf faggot prolly shoot cus faggot ass pansy bitch whore big noob see lol prolly people sick mother prolly horde rofl prolly pwn time lol prolly orc shoot thrall cus king noob prolly beat kara cus suck lol prolly tier cus suck noob prolly like dungeon tier lol prolly virgin lol lay time day ask mother bang cheerleader football basketball team baseball start football team win state championship throw pass lay yeah wish good life cus suck sit day raid kara noob welfare wipe horseman lol wipe need life mean srsly add duel ill destroy noob welfare blood orc ass prolly bring lol cus suck noob rly suck srsly rolak king death knight,1,0,0,0,0,0,toxic,1
142917,fc53ba884aed25cd,stop revert edit stop revert edit online stalker think,1,0,0,0,0,0,toxic,1
142942,fc6bf966bc236863,problem stop block,1,0,0,0,0,0,toxic,1
142981,fc95cf59b389ce91,reliable source constellation wikipedia take current constellation boundary define international astronomical union ecliptic pass additional thirteenth constellation ophiuchus situate scorpius sagittarius respond harassment deceitfulness hatefulness appear risk block express honestly hmmmmm yea outta hypocritical piece shhhitt,1,0,0,0,0,0,toxic,1
142988,fca43be486686772,unblock ask permanently ban use account get warn call moron anyways quit bangin wall,1,0,0,0,0,0,toxic,1
143004,fcba1fca56fc3cf9,nawlinwiki disgust,1,0,0,0,0,0,toxic,1
143009,fcbcdc79940deb32,great rob perfect come let cool stop edit page think indef block appropriate practically defend day perfect reference information online past read slam page perfect say rape family kill people action want head thank absorb bad possible reason online block mind forth wikicohen sure take account sigh,1,0,0,0,0,0,toxic,1
143015,fcc414f912c63849,amandajm ignorant muslim disgust anti white racist read racist amandajm come realize addition muslim veritably hate white people delete info european history info base accurate inference subject debate theory jealous white culture history muslim important note muslim poor ilk exhibit hatred additionally exude homosexual frustration document psychiatric circle dirty white hate muslim possess reponsibility write article culture history way want write muslim history give chance write obviously know pertain guy european honestly deserve wiki stay fence motto quote yesterday follow send email homeland security fbi counter terrorism division investigation motive deep end receive automatic response email fbi state look matter definitley follow racist muslim type tricky pose risk send email wiki complain enemy europeans americans get email wiki state review thank god place wiki secure,1,0,0,0,0,0,toxic,1
143093,fd3a7f8cb9465890,zzuuzz neo nazi,1,0,0,0,0,0,toxic,1
143129,fd689972bcf00a68,heloo iam nigaar,1,0,0,0,0,0,toxic,1
143191,fdd181138d1537fa,oscar great act skill matter response conversation cease interest conversation actor hypocrite bully,1,0,0,0,0,0,toxic,1
143244,fe09017bcd09ea09,bum danny piss adam crolla long feel slip away see hear anytime soon hang bud teddy know use help checkout site help bee hobbyist engineer site somewhat new link hundred link add live fairfield mile sac,1,0,0,0,0,0,toxic,1
143264,fe2061f2b4917a2d,want kiss mother,1,0,0,0,0,0,toxic,1
143269,fe2c036f270359a4,pretty give page try month month improve progress people vandalize page bros think know kmk come post worthless crap unrefrenced fact impossible idiot destroy page good luck try fix page,1,0,0,0,0,0,toxic,1
143278,fe3a2fa3c9018bd5,ask sanction job decide sanction report action abuse person unfortunately archive criticism want read erase way admin protect protect thread start talk page clearly state page clearly state vandalism page ask team protect page avoid edit add information clearly support time ask harass ban erase add necessary independent support edit page disruptive know pxe order know edit disruptive definitely threaten block game definatelly protrecte,1,0,0,0,0,0,toxic,1
143321,fe6fbe0d87f48904,sasayama sasayama account find fuck type undie wear love long time,1,0,0,0,0,0,toxic,1
143323,fe74d6a111aac19b,user lessheard vanu problem block warn believe administrative abuse prohibit know mental help,1,0,0,0,0,0,toxic,1
143345,fe9ae97044839382,piss tarage question comment vanquish grind civility constantly prick load unique probably ready contribution contributor place call kokitus schmuck,1,0,0,0,0,0,toxic,1
143349,fea05626f353b4da,redneck mean racist idiotic english redneck actually mean english say english brobablt mean racist idiot scumbag etc,1,0,0,0,0,0,toxic,1
143426,ff0ad5d085d45e40,maybe stop try tell wiki stalker let stupidity like away pod,1,0,0,0,0,0,toxic,1
143507,ff66c3eff64eec6c,hey delete rape squad rape squad killers real squad form woodysgamertag reputable channel youtube thousand viewer live podcast right want proof,1,0,0,0,0,0,toxic,1
143537,ff998c21afed80cb,lmao complain write talk page mediation necessary cease revert attempt correct poor use english language cease categorize whop edit edit war,1,0,0,0,0,0,toxic,1
143570,ffc87c6eb1ed4616,okay rule thank idiotic guy jack merridew edit userpage,1,0,0,0,0,0,toxic,1
143605,fffedeecd0364534,drive away die,1,0,0,0,0,0,toxic,1
143733,01d6f16d95ca61fa,agree previous assessment swine bill connolley block early week attempt page well abuse power reinforce personal point view administrator bad judgement wikipedia regard swine low order,1,0,0,0,0,0,toxic,1
143815,031c89af73d7cd40,excuse come hard think crap displease quote rushton equivalent ann coulter prominent reference kwanzaa article point allow educate klan member basis concern klan member know claim nigger monkey difference stupid opinion include merely sake balance yes limit annoy kobrakid company probably intend succeed disrupt article,1,0,0,0,0,0,toxic,1
143958,054f2291663db9af,pig sucker come way,1,0,0,0,0,0,toxic,1
144048,0708c142d7713aaa,want horrid admin mean person lack focus commitment neutrality jolly glad semi retire dance day sysoppe spirit fairness dance choice see dance crap sad day sad consolation likely block jennavecia desysoppe administrator think wikipedia actually miss fatuorum actually good admin mean moment know impression idiot suppose justification call mean require focus lack commitment stupid hell neutrality suppose depend situation care jolly save dance day retire today recommend hold breath desysope happen abuse tool mention practically impossible desysop admin plan resign dance know walk away place kiss view vecia want jennavecia awesome person world say cranium anus love jennavecia hang let overboard pretty admin hardly qualification sanctification awesome person world comment interest earth population actually know hardly guess parent happy allow get dark pleeezee fatuorum malleus know present extreme appropriate respond opposite extreme vecia think irony detector fail sorry fatuorum mother fierce know eff jeanlatore involve ban ring bell shit check vecia lara drop question ioeth talk page see semi retire head link user page wiki gnome wiki fairy ask page active want think avoid talk personally hope life treat reply ioeth talk vecia dear lara chance leave message talk page think think use final opportunity thank wonderful valuable contribution limit period time stick miss care,1,0,0,0,0,0,toxic,1
144051,071a892d2d7b13be,stop hypocrite seb attack indirectly advice stop edit war stop libel keep cool cite source libeler,1,0,0,0,0,0,toxic,1
144060,073421ee1a4fa539,great thing good hard sniff maria sharapova fanny,1,0,0,0,0,0,toxic,1
144119,081a57601f9f54b0,actually kurt angle people fuck midget arsey wrestler size batista isnt lbs bullshit neh see person probably end,1,0,0,0,0,0,toxic,1
144163,08b63913973fa662,mad actually fight right let random nimrod push know right report want care,1,0,0,0,0,0,toxic,1
144196,09706c1eed549f30,confuse stupid stubborn inflexible know technically intelligent people border genius simply unable acknowledge position correct intelligence narrowly focus useless normal conversation personally find terminally stubborn hard deal stupid,1,0,0,0,0,0,toxic,1
144217,09d373fd8251de16,asian gaylord hello explain asian gaylord know chink fag familiar term chinese korean japanese asian descent enjoy homosexual behavior male involve receive deliver come attention giant chink fag wonder chink fag,1,0,0,0,0,0,toxic,1
144422,0c9957b68152fa20,help evil wikipedia editor attack aviation pioneer coanda vuia constantly tab unfortunately evil wikipedia editor use multitude name romanianlie romaniantruths binksternet soundofmusical andy dingley graemeleggett bilcat bord editor power wikipedia ordinary contributor attack year aviation pioneer traian vuia henri coanda unknown reason tab general soon see name wikipedia article immediately add word unsuccessful unjustified bad characterization multiple time tab tabtab attempt delete unfair remark fail user dare confront romanianlie suspend tab tabtab idea feel free share man pay donation wikipedia supporter simply abuse position denigrate justification personality like tabtab contribution evil man bilcat page add word unsuccessful connection plane engine make unsuccessful thing large list engine,1,0,0,0,0,0,toxic,1
144487,0d9f822dba77fed1,warn warn edit sigmund freud guy jewish supremacist source prove let face wikipedia jews matter,1,0,0,0,0,0,toxic,1
144490,0daef3c97dafa45e,pityful suraye question assyrianist bias racist arab nationalist show touch sinhareb khon kind bad arab nationalist,1,0,0,0,0,0,toxic,1
144560,0ee4b8bea42bfc21,user alex notice amend user block indefinite month restore indefinite discuss block block administrator amend block mere incivility block indefinitely racist comment soapboxe troll hate speech selection comment include half french explain sexual orientation nationality israeli baltic way cheat lie loose run europe nato complain smash balts troll germans enemy uniform work hard balts try represent lie truth lower national shame happen history estonian democracy estonians argue eat self hate know grandfather forest brother creep german expect estonians start holocaust estonia germans arrive baltic blood offcourse try denie crime blood belonge entire post personal racist attack thankyou winner delete ally nazis planet ussr kill baltic people world war baltic nazis kill consider people stop bullshit reason baltic hate ussr self eat hate baltic people feel little useless review diff provide initial post reduce user block length,1,0,0,0,0,0,toxic,1
144576,0f1a7e6aed646cc7,linguist theoretical framework work generative grammar probably know generative grammar probably read chomsky linguistic grossly misrepresent field thing worthy article hey wiki nazi bastard,1,0,0,0,0,0,toxic,1
144653,1083b6a9652f3f0a,guy think secretly bunny rabbit insult wow,1,0,0,0,0,0,toxic,1
144657,108eb590cfeeec64,think special jews special term discrimination black people anti ebonism native americans anti nativism arabs anti arabism actually arabs semites anti semitism direct thing prove jews think special exclusive special treatment ethno religious group suffer great extent jews special type suffer pretentious bastard,1,0,0,0,0,0,toxic,1
144661,10937cc109e62779,unsolicited sound sukecchi come son tell gay fact relevant userbox sit userspace uncontroversial personal information male state live common site editor declare facet individuality build sense community create incentive work article worker chat water cooler company tolerate slack long work different standard volunteer site indicate declare sexual orientation feel turn creation unnecessary drama,1,0,0,0,0,0,toxic,1
144664,109c504bd03f91e0,page delete business magnate thing certainly thing deserve wikipedia page idiot especially write page,1,0,0,0,0,0,toxic,1
144712,114464bbf8502069,september utc humble opinion draft pathetically water rendition discuss usually agree know denazification reduce sentence gimme break,1,0,0,0,0,0,toxic,1
144715,1154e8e807e235d2,article terrible honestly bad philosophy article wikipedia,1,0,0,0,0,0,toxic,1
144734,1184b426177b8ff8,hello sorry waste time hello sorry waste time sure busy faggot,1,0,0,0,0,0,toxic,1
144756,11e355930e954704,bet make little peepee stand tall little man gloat nice true immature nature,1,0,0,0,0,0,toxic,1
144758,11f058f5c771ccc0,mrschimpf wikipedia troll,1,0,0,0,0,0,toxic,1
144798,12a10705f0f436dd,advice stop follow edit article tell citation improve etc instead sit run mouth keyboard absolutely try debase look discussion page sikh history people scream think problem try hard find citation hard try,1,0,0,0,0,0,toxic,1
144799,12a1d0accb92f340,dam thank guy appreciate sure guy guess fuck home page law basically suck pig ass know,1,0,0,0,0,0,toxic,1
144838,133c207f37bcfb9e,shit mornin pretty hope flush toilet belong,1,0,0,0,0,0,toxic,1
144857,138987c7f10b7652,blargh blargh blargh eat,1,0,0,0,0,0,toxic,1
144921,149ea53032378a47,sucka find,1,0,0,0,0,0,toxic,1
144928,14c63e0e21ddb4e4,say spastic father daley reportedly big lump head shape connaught,1,0,0,0,0,0,toxic,1
144959,15382a2dc0c1326c,person write page admit aid fellate aid monkey non stop edit page user page amount hypocrisy winner user tbhotch follow user makecat aid china grat black supremacist user malik shabazz want monkey,1,0,0,0,0,0,toxic,1
145012,161db0d904c2f062,tony sidaway article jim nussle repeatedly vandalize partisan purpose right wing republicans republican sock puppet right wing goon admin intrude state mildly apoplectically angry sonofabitch respond message partial blank user talk tony sidaway intentional accident mongo,1,0,0,0,0,0,toxic,1
145020,162b0b949304ffdd,question page blindly pro wikipedia right hypocritical self righteousness ftw,1,0,0,0,0,0,toxic,1
145060,16bb8c622795ce6f,eff kill break heart die wool little fascist,1,0,0,0,0,0,toxic,1
145065,16cf77edb29dd39d,sad let fun woman love god,1,0,0,0,0,0,toxic,1
145119,17830ea5ca74d99b,isang sockpuppet lol confirm sockpuppet wikipedia nice way call troll hopefully ruin filipino article anymore,1,0,0,0,0,0,toxic,1
145129,17b41dc8f3ab1f96,kill hundred hindus indian soldier tooo,1,0,0,0,0,0,toxic,1
145200,18b85fe4dc6c7878,ask mother,1,0,0,0,0,0,toxic,1
145210,18d4065d3e084728,state truth know people masturbate template talk man machine well outside stretch leg girlfriend advice,1,0,0,0,0,0,toxic,1
145240,1942efd2dad5e9c5,need end cold turkey,1,0,0,0,0,0,toxic,1
145292,1a5b0b2948a40246,dna analysis confirm individual unrelated buggs spend time try stir crap make improvement encyclopedia crime evidence convict,1,0,0,0,0,0,toxic,1
145332,1b00150efa128149,resolve rhino swimmie definetly gay cause let face anatomy perfect,1,0,0,0,0,0,toxic,1
145350,1b3ae76f669f6bf2,stop accuse vandalism wanker gwernol probably hate tony blair leave dis shit thank bob,1,0,0,0,0,0,toxic,1
145357,1b53275689f88bb8,deaf hear,1,0,0,0,0,0,toxic,1
145437,1cba7245ccf14bbf,admin enjoy make people life misery wikipedia clearly experience admin,1,0,0,0,0,0,toxic,1
145460,1d14bda564da6b6f,nazi exclude psychopathic murderer right,1,0,0,0,0,0,toxic,1
145464,1d1d9d06d738084e,know hispanics europeoid race aparently damn racist beloved john wayne,1,0,0,0,0,0,toxic,1
145487,1d864f1588f67076,bongwarrior love cock,1,0,0,0,0,0,toxic,1
145526,1dfc064d988ba9d9,urrrrrr chewbacca moron subchatter,1,0,0,0,0,0,toxic,1
145557,1e92f8a2a0c261d0,know tony sidaway gay,1,0,0,0,0,0,toxic,1
145594,1f299afb467f0242,wild ones wiki,1,0,0,0,0,0,toxic,1
145611,1f8069fe01ff1721,fully intend continue vandalize page imitate signature comment,1,0,0,0,0,0,toxic,1
145748,21ad17491e8ffedf,revert edit stop asscake thing bus happen edit yiou want tom improve revert,1,0,0,0,0,0,toxic,1
145762,21e051df5488bb51,course call sock puppet rigth editwar liar,1,0,0,0,0,0,toxic,1
145789,223c307e95ba8fcb,hypocritical award notice barn star christianity user page call holy scriptures folktale inspire word god shame,1,0,0,0,0,0,toxic,1
145830,22b92708e16d2507,fasist think right browse people talkspage give right think police hurt talk agent think traitorous villain search pay dearly φτύσεις τόσο αίμα όσα ευρώ πληρώνουν αμερικανοί πουτάνας γιε,1,0,0,0,0,0,toxic,1
145866,23560b7df16b2c42,add reference remove tag stick warn,1,0,0,0,0,0,toxic,1
145878,23821bd0eef9c1c2,wikipyou,1,0,0,0,0,0,toxic,1
145882,23910aad78632249,say gay mean happy say dick think name richard happy offend sorry,1,0,0,0,0,0,toxic,1
145929,24566d3ba647e7a2,learn definition accurate correct narrow mind read crap loud hear bad sound university library journal search tool like find plenty people review late copy press good come little distro order form early thing usually contain little description band album legit source delete edit topic let skew word greenwald greenwald people website crap isbn number big deal shoot make greenwald well andy radin ben gook article mention blush reference time clearly write emo fill hardcore scene history briefly mention revolution summer maybe write book self publish copy website promote fix garbage course hard work delete love push agenda lie,1,0,0,0,0,0,toxic,1
145937,247273081fc6a812,problem huh image shack btw provide reliable resource ignore revert edit eitehr contribute improve leave,1,0,0,0,0,0,toxic,1
145947,248a79c2131b27eb,bite partisan hypocrite,1,0,0,0,0,0,toxic,1
145972,24e49a492f3d7d32,correctionperson correct vandalize blood libel accusation accusation jews commit blood libel false accusation accusation true false question entirely blood libel accusation accusation inherently false accusation make sense look stupid,1,0,0,0,0,0,toxic,1
145995,253e5affb3ad2558,rmv crap stand informative hostile edit comment comment rmv crap imply remove vandalism good faith edit article spoiler warn add,1,0,0,0,0,0,toxic,1
146000,255777a8b8d07e77,returds need life instead cruise sheen wiki talk page night day handle truth eat shit retard sayin talk january utc amaze spiderman apologize advance know wikipedia procedure type thing want point amaze spider man list filmography film come indicate table come year second martin sheen amaze spider man spoiler character uncle ben kill movie series revamp amaze spider man film precede unsigned comment add,1,0,0,0,0,0,toxic,1
146010,257862bbc40ea724,suggest way warmonger chief terrorist muhammad shit want way advocate terror murder place,1,0,0,0,0,0,toxic,1
146060,264f5c5c875ac7fb,scar man tellme happen guy bloody guy wake man world revolve place write child book,1,0,0,0,0,0,toxic,1
146106,2706c79793997750,lose user subversive uber intelligent person advertise address way shut say stfu completely diff connotation deutscher dumb ass know sense humor,1,0,0,0,0,0,toxic,1
146213,28cf4f23712249af,barek probably gay,1,0,0,0,0,0,toxic,1
146230,29289ca8cb9f72db,abrevashun make stuff shorter nswer dat queshton let august utc,1,0,0,0,0,0,toxic,1
146273,29d230057a7087cd,mate screw want ban give excuse interest anymore contribute site george bush puppet pseudomakedonian butt kisser ancient makedonian greek tribe spartans athenian ancient makedonian speak greek write greek language believe greek gods olympus ancient greek tribes american british pal learn classic history uneducated asshole tolerate member site call fyrom slavic pseudomakedonian skopje especially greek relate article ciao,1,0,0,0,0,0,toxic,1
146302,2a295e87727c07ec,prove fail strike argument mongoloid faint uncivil gloat deserve refuse acknowledge slight fault pathetic untrustworthy hope meet incompetence,1,0,0,0,0,0,toxic,1
146381,2b4c4eace819c8ce,dcokeman preach high neutrality mean need lesson civility stop throw lame definition webster dictionary prove point maybe assume know little bite english language stop preach neutrality mean like father talk child point neutral define neutrality everytime assume maybe possibly smart monkey shout reason need shove opinion throat july utc,1,0,0,0,0,0,toxic,1
146425,2bec98cf5281adbf,halt appear join wikipedia promote racist beliefs place old man high school education vent rage minority friend wikipedia soapbox promote racist belief bigot know history pope know intercourse tire uniform bigotry visit local chapter klux klan belief fit well thank,1,0,0,0,0,0,toxic,1
146437,2c2afab7dd235abf,congratulation congratulations aussielegend win asshole year award win award harass user past say hateful thing order claim award asshole congratulations win,1,0,0,0,0,0,toxic,1
146452,2c7006dd603bf30c,true mentally ill quadriplegic talmudic kike,1,0,0,0,0,0,toxic,1
